movie_name,movie_id,production_companies_clean,production_budget
"The Adventures of Priscilla, Queen of the Desert",2759,['PolyGram Filmed Entertainment'],0
Backbeat,12635,['Gramercy Pictures'],0
Bitter Moon,10497,"['Fine Line Features', 'R.P. Productions', 'Columbia Pictures Corporation', 'Les Films Alain Sarde', 'Canal+', 'Timothy Burrill Productions']",5000000
Bullets Over Broadway,11382,['Miramax Films'],0
Clear and Present Danger,9331,"['Paramount Pictures', 'Mace Neufeld Productions']",62000000
The Client,10731,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",45000000
"Corrina, Corrina",10464,['New Line Cinema'],0
Crooklyn,34152,"['Universal Pictures', '40 Acres & A Mule Filmworks']",0
The Crow,9495,"['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",15000000
Cobb,29973,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Aleor Films']",0
The Flintstones,888,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",46000000
Forrest Gump,13,['Paramount Pictures'],55000000
Four Weddings and a Funeral,712,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",6000000
Higher Learning,16295,"['Columbia Pictures Corporation', 'New Deal Productions']",0
I Like It Like That,48992,"['Columbia Pictures Corporation', 'Think Again Productions', 'Riot of Color']",0
I Love Trouble,10879,"['Caravan Pictures', 'Touchstone Pictures']",45000000
It Could Happen to You,10660,['TriStar Pictures'],0
The Jungle Book,10714,[],0
"The Wonderful, Horrible Life of Leni Riefenstahl",41647,"['Channel Four Films', 'Arte', 'Zweites Deutsches Fernsehen (ZDF)', 'Nomad Films', 'Omega Film GmbH', 'Without Walls']",0
The Lion King,8587,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",45000000
Little Buddha,1689,['Miramax Films'],35000000
New Nightmare,11596,['New Line Cinema'],14000000
The Mask,854,"['New Line Cinema', 'Dark Horse Entertainment']",23000000
Maverick,9359,"['Icon Entertainment International', 'Warner Bros.']",0
Mrs. Parker and the Vicious Circle,23333,"['Fine Line Features', 'Miramax Films']",0
The Naked Gun 33??: The Final Insult,36593,['Paramount Pictures'],30000000
The Paper,12280,"['Imagine Entertainment', 'Universal Pictures']",6000000
Reality Bites,2788,"['Universal Pictures', 'Jersey Films']",11500000
Red Rock West,10427,"['Propaganda Films', 'PolyGram Filmed Entertainment']",8000000
Ri?hie Ri?h,11011,"['Davis Entertainment', 'Silver Pictures', 'Warner Bros.']",40000000
Safe Passage,49803,['New Line Cinema'],0
The River Wild,8987,"['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']",45000000
Speed,1637,['Twentieth Century Fox Film Corporation'],30000000
Speechless,15128,['Metro-Goldwyn-Mayer (MGM)'],0
Timecop,8831,"['Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks']",27000000
True Lies,36955,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",115000000
When a Man Loves a Woman,10449,['Touchstone Pictures'],0
Wolf,10395,['Columbia Pictures'],0
Wyatt Earp,12160,"['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",63000000
Bad Company,40480,"['Touchstone Pictures', 'Tool Shed Productions']",0
A Man of No Importance,52038,"['BBC Films', 'Majestic Films International', 'Little Bird']",0
S.F.W.,29444,"['Gramercy Pictures', 'PolyGram Filmed Entertainment']",0
A Low Down Dirty Shame,26352,"['Caravan Pictures', 'Hollywood Pictures']",10000000
"Boys Life: Three Stories of Love, Lust, and Liberation",39953,"['Strand Releasing', 'Strand Home Video']",0
Colonel Chabert,41580,[],0
"Faster, Pussycat! Kill! Kill!",315,['Eve Productions Inc.'],45000
Jason's Lyric,22067,[],7000000
The Secret Adventures of Tom Thumb,18242,"['Bolex Brothers', 'Lumen Films', 'Tara']",0
Street Fighter,11667,"['Universal Pictures', 'Capcom']",35000000
Coldblooded,32502,"['Propaganda Films', 'Motion Picture Corporation of America (MPCA)', 'Polygram Filmed Entertainment', 'Snowback Productions']",0
Desert Winds,267188,[],0
Fall Time,28732,"['Live Entertainment', 'Capitol Films', 'Bates Entertainmant']",0
The Fear,75555,"['A-Pix Entertainment', 'Devin Entertainment']",0
Frank and Ollie,42981,"['Walt Disney Pictures', 'Theodore Thomas Productions']",0
Girl in the Cadillac,278939,['Overseas FilmGroup'],0
Homage,291731,"['Skyline Entertainment Partners', 'Arrow']",0
Mirage,226229,[],0
Open Season,203119,"['Home Box Office (HBO)', 'Frozen Rope Productions Inc.']",0
Dos Cr??menes,172923,[],0
Brother Minister: The Assassination of Malcolm X,316098,[],0
Highlander: The Final Dimension,8011,"['Trans-Film', 'Initial Groupe', 'Lumi??re Pictures', 'Fallingcloud']",26000000
Federal Hill,171857,[],0
In the Mouth of Madness,2654,['New Line Cinema'],8000000
8 Seconds,18069,['New Line Cinema'],0
Above the Rim,19092,['New Line Cinema'],0
Addams Family Values,2758,"['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']",0
Martin Lawrence: You So Crazy,38129,['HBO Independent Productions'],0
The Age of Innocence,10436,['Columbia Pictures'],34000000
Airheads,13595,"['Twentieth Century Fox Film Corporation', 'Island World', 'Robert Simonds Productions']",0
The Air Up There,46094,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown', 'NBB Unit One Film Partners', 'Longview Entertainment']",17080000
Another Stakeout,9409,['Touchstone Pictures'],0
Bad Girls,11853,"['Twentieth Century Fox Film Corporation', 'Ruddy Morgan Organization, The']",0
Barcelona,16771,"['Fine Line Features', 'Castle Rock Entertainment', 'Barcelona Films']",3200000
Being Human,46924,"['Warner Bros.', 'Enigma Productions', 'BSB', 'NatWest Ventures', 'Fujisankei']",40000000
The Beverly Hillbillies,11041,['Twentieth Century Fox Film Corporation'],0
Beverly Hills Cop III,306,"['Paramount Pictures', 'Eddie Murphy Productions']",50000000
Black Beauty,14522,['Warner Bros.'],0
Blink,26203,['New Line Cinema'],0
Blown Away,178,"['Trilogy Entertainment Group', 'Metro-Goldwyn-Mayer (MGM)']",0
Blue Chips,19819,['Paramount Pictures'],0
Blue Sky,57834,"['Orion Pictures Corporation', 'Heathrow Productions']",0
Body Snatchers,4722,"['Warner Bros.', 'Dorset Productions', 'Robert H. Solo Productions']",13000000
Boxing Helena,18215,['Mainline Pictures'],0
A Bronx Tale,1607,"['HBO Films', 'Savoy Pictures']",22000000
Cabin Boy,26391,['Touchstone Pictures'],0
Calendar Girl,117553,"['Columbia Pictures', 'Parkway Productions']",13000000
Carlito's Way,6075,"['Universal Pictures', 'Epic Productions', 'Bregman/Baer Productions']",30000000
City Slickers II: The Legend of Curly's Gold,11310,"['Columbia Pictures', 'Castle Rock Entertainment']",0
Clean Slate,18658,['Metro-Goldwyn-Mayer (MGM)'],0
Cliffhanger,9350,"['TriStar Pictures', 'Canal+', 'Carolco Pictures', 'RCS Video', 'Cliffhanger Productions', 'Pioneer']",70000000
Coneheads,9612,['Paramount Pictures'],0
Color of Night,2124,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",40000000
Cops & Robbersons,26261,['TriStar Pictures'],0
The Cowboy Way,19176,"['Imagine Entertainment', 'Universal Pictures']",0
Dangerous Game,49299,"['Metro-Goldwyn-Mayer (MGM)', 'Maverick Picture Company', 'Cecchi Gori Europa N.V.', 'Eye Productions', 'Pentamerica']",0
Dave,11566,"['Donner/Shuler-Donner Productions', 'Warner Bros.', 'Northern Lights Entertainment']",0
Dazed and Confused,9571,"['Gramercy Pictures', 'Alphaville Productions', 'The Criterion Collection']",6900000
Demolition Man,9739,"['Silver Pictures', 'Warner Bros.']",57000000
The Endless Summer 2,24257,[],0
Even Cowgirls Get the Blues,34444,['Fine Line Features'],8000000
Fatal Instinct,26141,['Metro-Goldwyn-Mayer (MGM)'],0
Farewell My Concubine,10997,"['Beijing Film Studio', 'China Film Co-Production Corporation', 'Maverick Picture Company']",0
The Favor,50463,"['Orion Pictures', 'Nelson Entertainment']",0
Fearless,10443,"['Spring Creek Productions', 'Warner Bros.']",0
Fear of a Black Hat,20239,[],0
With Honors,16297,"['Spring Creek Productions', 'Warner Bros.']",0
Flesh and Bone,18551,"['Paramount Pictures', 'Spring Creek Productions', 'Mirage']",0
Widows' Peak,25440,['Fine Line Features'],0
For Love or Money,9024,"['Universal Studios', 'Imagine Entertainment']",30000000
The Firm,37233,"['Paramount Pictures', 'Mirage Enterprises', 'Davis Entertainment']",42000000
Free Willy,1634,"['Canal Plus', 'Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Donner/Shuler-Donner Productions']",20000000
Fresh,13815,['Miramax Films'],0
The Fugitive,5503,['Warner Bros.'],44000000
Geronimo: An American Legend,35588,['Columbia Pictures'],35000000
The Getaway,2087,"['Universal Pictures', 'Largo Entertainment']",0
Getting Even with Dad,41579,['Metro-Goldwyn-Mayer (MGM)'],30000000
Go Fish,18620,"['Killer Films', 'The Samuel Goldwyn Company', 'Can I Watch', 'Islet', 'KPVI']",0
A Good Man in Africa,41006,['Gramercy Pictures'],0
Guilty as Sin,4916,['Hollywood Pictures'],0
Hard Target,2019,"['Universal Pictures', 'Renaissance Pictures', 'Alphaville Films']",18000000
Heaven & Earth,31642,"['Regency Enterprises', 'Warner Bros.']",33000000
Hot Shots! Part Deux,9255,"['Twentieth Century Fox Film Corporation', 'Sidley Wright & Associates']",25000000
Live Nude Girls,26271,"['Spelling Entertainment', 'IRS Media', 'Republic Pictures (II)']",0
The Englishman Who Went Up a Hill But Came Down a Mountain,10612,"['Miramax Films', 'Parallax Pictures']",0
The House of the Spirits,2259,"['Det Danske Filminstitut', 'Spring Creek Productions', 'Eurimages', 'Costa do Castelo Filmes', 'Neue Constantin Film', 'House of Spirits Film']",25000000
House Party 3,16097,[],0
The Hudsucker Proxy,11934,"['PolyGram Filmed Entertainment', 'Silver Pictures', 'Warner Bros.', 'Working Title Films', 'PolyGram Filmproduktion']",30000000
I'll Do Anything,106143,"['Gracie Films', 'Columbia Pictures Corporation']",40000000
In the Army Now,12475,['Hollywood Pictures'],0
In the Line of Fire,9386,"['Castle Rock Entertainment', 'Columbia Pictures Corporation']",40000000
In the Name of the Father,7984,"['Universal Pictures', ""Hell's Kitchen Films""]",13000000
The Inkwell,59930,['Touchstone Pictures'],0
What's Love Got to Do with It,15765,['Touchstone Pictures'],0
Jimmy Hollywood,31643,"['Paramount Pictures', 'Baltimore Pictures']",30000000
Judgment Night,6,"['Universal Pictures', 'Largo Entertainment', 'JVC Entertainment Networks']",0
Jurassic Park,329,"['Universal Pictures', 'Amblin Entertainment']",63000000
Kalifornia,10909,"['Propaganda Films', 'Kouf/Bigelow Productions']",9000000
Killing Zoe,507,['Live Entertainment'],1500000
King of the Hill,34024,['Gramercy Pictures'],0
Lassie,29918,['Paramount Pictures'],0
Last Action Hero,9593,"['Columbia Pictures Corporation', 'Oak Productions']",85000000
Life With Mikey,42580,['Touchstone Pictures'],0
Lightning Jack,22317,['Savoy Pictures'],0
M. Butterfly,1413,"['Geffen Pictures', 'Warner Bros.']",0
Made in America,12121,"['Regency Enterprises', 'Warner Bros.']",22000000
Malice,2246,"['Columbia Pictures', 'New Line Cinema', 'Castle Rock Entertainment', 'Nelvana Limited']",0
The Man without a Face,10502,"['Icon Entertainment International', 'Warner Bros.']",0
Manhattan Murder Mystery,10440,['TriStar Pictures'],13500000
Menace II Society,9516,['New Line Cinema'],3500000
Executive Decision,2320,"['Silver Pictures', 'Warner Bros.']",55000000
In the Realm of the Senses,5879,"['Argos Films', 'Oshima Productions', 'Shibata Organisation']",0
What Happened Was...,83718,"['The Samuel Goldwyn Company', 'Good Machine']",0
Much Ado About Nothing,11971,"['Renaissance Films', 'American Playhouse Theatrical Films']",8000000
Mr. Jones,2625,"['TriStar Pictures', 'Rastar Films']",0
Mr. Wonderful,31911,"['Warner Bros.', 'The Samuel Goldwyn Company', 'Night Life Inc.']",0
Mrs. Doubtfire,788,"['Twentieth Century Fox Film Corporation', 'Blue Wolf']",25000000
Naked,21450,"['Thin Man Films', 'The Criterion Collection']",0
The Next Karate Kid,11231,['Columbia Pictures Corporation'],12000000
The New Age,41588,"['Regency Enterprises', 'Alcor Films', 'Ixtlan', 'Warner Bros.', 'New Regency Pictures']",0
No Escape,10447,"['Columbia Pictures Corporation', 'Pacific Western', 'Allied Filmmakers', 'Platinum Pictures']",20000000
North,31586,"['Columbia Pictures', 'New Line Cinema', 'Castle Rock Entertainment']",40000000
Orlando,9300,"['Mikado Film', 'Lenfilm Studio', 'Adventure Pictures']",4000000
A Perfect World,9559,"['Malpaso Productions', 'Warner Bros.']",30000000
Philadelphia,9800,"['TriStar Pictures', 'Clinica Estetico']",26000000
The Piano,713,"['New South Wales Film & Television Office', 'The Australian Film Commission', 'CiBy 2000', 'Jan Chapman Productions']",7000000
Poetic Justice,8291,['Columbia Pictures'],14000000
The Program,18133,['Touchstone Pictures'],0
The Puppet Masters,25557,['Hollywood Pictures'],0
Radioland Murders,22588,['Universal Pictures'],0
The Ref,10872,"['Touchstone Pictures', 'Don Simpson/Jerry Bruckheimer Films']",11000000
The Remains of the Day,1245,"['Columbia Pictures', 'Merchant Ivory Productions']",11500000
Renaissance Man,11858,"['Cinergi Pictures Entertainment', 'Touchstone Pictures']",40000000
Rising Sun,7007,"['Twentieth Century Fox Film Corporation', 'Walrus & Associates']",0
The Road to Wellville,10467,"['Columbia Pictures', 'Beacon Pictures']",0
RoboCop 3,5550,['Orion Pictures'],22000000
Robin Hood: Men in Tights,8005,"['Gaumont', 'Twentieth Century Fox Film Corporation', 'Brooksfilms']",20000000
Romeo Is Bleeding,2088,"['Working Title Films', 'Polygram Filmed Entertainment', 'Hilary Henkin']",11500000
Romper Stomper,10412,"['The Australian Film Commission', 'Film Victoria', 'Seon Film Productions', 'Romper Stomper Pty. Ltd.']",0
Ruby in Paradise,47889,"['Ruby in Paradise', 'Full Crew/Say Yea']",800000
Rudy,14534,['TriStar Pictures'],12000000
The Saint of Fort Washington,56583,"['David V. Picker Productions', 'Nessa Hyams', 'Carrie Productions Inc.']",0
Savage Nights,41878,"['Soci??t?? Nouvelle de Cin??matographie', 'La Sept Cin??ma']",0
Schindler's List,424,"['Universal Pictures', 'Amblin Entertainment']",22000000
The Scout,35233,"['Twentieth Century Fox Film Corporation', 'Santo Domingo Film & Music Video']",0
Searching for Bobby Fischer,14291,['Mirage Enterprises'],0
Second Best,103413,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Fron Film Production']",0
The Secret Garden,11236,"['American Zoetrope', 'Warner Bros.']",0
Serial Mom,11592,"['Savoy Pictures', 'Polar Entertainment']",13000000
The Shadow,8850,['Universal Pictures'],25000000
Shadowlands,10445,"['Shadowlands Productions', 'Savoy Pictures']",22000000
Short Cuts,695,"['Fine Line Features', 'Spelling Entertainment', 'Avenue Entertainment']",0
A Simple Twist of Fate,43535,['Touchstone Pictures'],0
Sirens,12519,"['Miramax Films', 'Sarah Radclyffe Productions - Sirens Limited', 'British Screen Finance Ltd', 'Samson Productions II']",0
Six Degrees of Separation,23210,"['Metro-Goldwyn-Mayer (MGM)', 'New Regency Pictures', 'Maiden Movies']",0
Sleepless in Seattle,858,['TriStar Pictures'],21000000
Sliver,867,"['Paramount Pictures', 'Robert Evans Company']",40000000
Blade Runner,78,"['Shaw Brothers', 'Warner Bros.', 'The Ladd Company']",28000000
Son in Law,13203,['Hollywood Pictures'],0
So I Married an Axe Murderer,10442,['TriStar Pictures'],20000000
Striking Distance,11074,"['Columbia Pictures Industries', 'Columbia Films S.A.']",30
Harem,33367,[],0
Super Mario Bros.,9607,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Walt Disney', 'Nintendo']",48000000
Surviving the Game,17585,['New Line Cinema'],7400000
Terminal Velocity,9057,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown']",50000000
Thirty Two Short Films About Glenn Gould,20967,['Rhombus Media'],0
Threesome,10635,"['TriStar Pictures', 'Motion Picture Corporation of America (MPCA)']",0
The Nightmare Before Christmas,9479,"['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures']",18000000
The Three Musketeers,10057,"['Walt Disney Pictures', 'Caravan Pictures']",30000000
Tombstone,11969,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",25000000
Trial by Jury,41590,"['Warner Bros.', 'Morgan Creek Productions']",0
True Romance,319,"['Davis-Films', 'August Entertainment', 'Warner Bros.', 'Morgan Creek Productions']",12500000
The War Room,26408,[],0
The Pagemaster,15139,"['Twentieth Century Fox Film Corporation', 'Turner Pictures (I)']",27000000
"Paris, France",161158,"['T??l??film Canada', 'The Ontario Film Development Corporation', 'Alliance Communications Corporation']",0
"The Beans of Egypt, Maine",218473,[],0
Killer,85247,"['Republic Pictures (II)', 'Keystone Film Company (II)']",0
Welcome to the Dollhouse,11446,[],0
Germinal,51980,"['Renn Productions', 'France 2 Cin??ma', 'DD Productions']",0
Chasers,24405,"['Warner Bros.', 'Morgan Creek Productions']",0
Cronos,11655,['CNCAIMC'],0
Naked in New York,11800,"['Fine Line Features', 'Some Film']",0
Kika,8223,"['CiBy 2000', 'El Deseo S.A.']",0
Bhaji on the Beach,14587,['Channel 4 Television'],0
Little Big League,31504,"['Columbia Pictures', 'Castle Rock Entertainment']",0
The Slingshot,41653,"['SVT Drama', 'Nordisk Film', 'Svensk Filmindustri (SF)', 'Svenska Filminstitutet (SFI)']",0
Wide Eyed and Legless,53185,[],0
Foreign Student,95743,[],0
"Ciao, Professore!",23637,[],0
Spanking the Monkey,17600,"['Fine Line Features', 'Swelter Films', 'Buckeye Films']",200000
The Little Rascals,10897,"['Universal Pictures', 'Amblin Entertainment', 'King World Entertainment']",0
